aluminium;ammonia;arsenic;barium;cadmium;chloramine;chromium;copper;flouride;bacteria;viruses;lead;nitrates;nitrites;mercury;perchlorate;radium;selenium;silver;uranium;is_safe
6;2834;7;27;0;9;6;2;6;0;3;64;1542;66;4;754;47;6;5;1;0
6;56;3;55;3;9;4;1;115;0;7;81;924;97;4;415;599;7;1;7;0
7;394;0;48;9;3;6;5;129;5;2;88;1667;88;4;37;222;9;7;5;0
4;328;8;79;3;1;0;6;134;0;3;116;327;2;9;17;28;8;7;6;0
1;6;0;213;0;1;4;7;124;0;51;98;109;2;3;4;81;4;3;5;0
1;2848;5;241;7;51;8;5;71;0;84;115;86;19;4;148;196;8;5;1;0
3;1894;8;137;5;7;2;2;64;0;69;5;116;89;1;147;94;7;7;5;0
3;8;3;113;9;5;9;7;132;0;99;63;1695;93;3;55;53;7;3;0;0
3;2688;4;63;2;8;7;1;84;0;5;63;1096;59;1;45;10;5;8;5;0
1;1667;7;52;6;37;5;6;19;0;76;36;381;3;8;4;81;3;1;8;0
8;2114;5;4;4;3;9;0;118;0;55;105;318;39;6;253;147;8;4;6;0
9;2389;4;72;5;2;1;5;132;1;5;188;1123;21;6;91;35;0;8;7;0
1;1735;0;97;2;3;3;3;7;7;8;122;1806;88;2;18;332;5;2;5;0
9;2057;1;30;9;1;5;2;13;0;8;169;933;78;6;487;291;8;1;1;0
0;1231;1;66;4;1;4;0;14;0;57;44;551;51;0;205;47;6;1;7;0
1;396;7;168;3;1;1;196;82;11;5;37;135;202;0;313;84;0;2;1;0
4;1757;2;99;4;3;0;0;139;0;2;108;413;57;2;591;16;1;4;4;0
5;1635;1;175;5;4;7;1;29;0;0;99;1195;53;4;80;96;6;8;7;0
8;2708;0;96;9;8;9;4;115;7;1;44;1252;74;4;412;4;4;8;3;0
6;127;6;147;1;9;7;4;13;0;93;165;40;56;0;529;97;7;5;1;0
8;2741;6;91;0;36;8;4;41;0;72;158;171;8;5;62;19;3;8;4;0
2;143;4;46;2;26;1;5;95;0;10;133;1798;96;8;2;292;0;6;9;0
8;57;3;63;7;7;7;9;4;0;2;123;206;16;3;417;79;7;0;6;0
7;207;1;4;2;34;4;6;11;0;89;142;1718;79;6;16;4;0;6;8;0
1;1456;2;94;5;0;9;3;37;0;4;118;1714;69;6;82;165;9;3;3;0
1;75;7;123;3;7;4;8;126;0;74;16;1537;36;4;1;38;1;9;8;0
7;2251;6;223;4;21;1;2;141;0;99;13;1143;47;1;222;193;1;0;3;0
2;958;3;3;8;17;8;7;12;0;8;56;705;73;6;437;8;6;4;2;0
9;22;5;91;7;36;6;166;79;73;73;59;533;133;6;79;299;6;6;5;0
4;2853;1;9;9;3;4;1;101;0;61;131;1799;94;3;1348;55;6;2;5;0
1;447;3;32;5;4;6;0;94;0;6;126;4;91;5;48;91;7;7;5;0
2;116;1;45;5;37;8;7;139;0;75;64;543;55;9;124;139;9;3;6;0
2;944;6;41;5;9;3;7;112;2;6;4;1623;42;7;677;3;2;8;1;0
9;725;9;15;4;11;2;6;58;0;8;121;188;79;1;375;12;8;4;7;0
6;1738;7;13;1;11;2;6;149;0;7;102;1523;1;9;1042;35;6;2;2;0
8;2511;4;97;6;8;7;9;31;0;4;17;1809;75;3;12;188;6;3;7;0
3;13;7;227;2;9;5;5;131;0;5;103;152;54;1;28;558;3;2;8;0
2;1148;1;7;2;3;1;1;4;0;0;152;1347;26;8;277;3;4;3;9;0
0;2902;1;51;0;1;5;9;114;0;68;136;821;68;8;96;99;4;1;2;0
1;1389;1;96;6;17;5;1;13;0;59;86;1012;16;9;628;11;6;9;7;0
1;1867;5;47;7;3;6;2;84;0;1;165;132;35;9;29;74;1;6;1;0
6;424;7;94;7;5;1;0;99;0;2;165;40;5;5;674;79;2;3;6;0
3;2222;8;78;4;25;5;1;69;1;4;15;109;57;6;115;254;2;1;4;0
1;1668;1;6;9;7;0;2;132;0;99;87;25;41;3;8;7;8;1;3;0
2;1117;1;4;9;6;3;1;54;0;0;181;1269;49;5;59;99;3;7;0;0
5;138;3;156;7;4;9;4;143;0;84;81;1115;92;4;681;186;8;3;7;0
5;197;2;52;6;62;6;7;145;0;6;11;172;38;8;426;103;2;5;8;0
2;1309;1;19;5;13;2;8;52;0;3;105;31;74;9;4;236;1;9;7;0
9;85;7;133;9;14;9;4;57;0;68;151;1231;5;9;73;82;1;6;3;0
9;704;7;2;4;14;6;8;36;0;5;92;37;92;8;157;72;9;5;4;0
9;2911;0;144;5;18;7;5;96;0;64;1;166;95;8;1069;28;5;0;8;0
5;956;6;74;6;13;0;2;56;0;2;185;1538;4;3;396;243;5;1;8;0
1;1981;9;11;0;3;7;6;14;0;89;41;229;59;8;23;44;1;2;2;0
9;1351;1;38;9;7;8;3;11;0;5;194;453;32;0;1;63;5;3;2;0
0;2596;1;48;2;6;4;1;11;0;1;36;1778;12;1;48;323;2;1;0;0
5;1537;1;158;3;9;2;5;8;0;69;104;826;25;4;461;143;9;2;5;0
4;1349;8;24;4;18;6;9;116;0;5;198;768;83;1;476;19;6;6;4;0
5;917;8;34;8;3;7;7;96;0;1;131;188;6;7;45;335;8;3;6;0
8;1384;9;51;7;9;2;9;87;0;9;24;1382;87;8;6;177;6;2;2;0
3;2719;9;84;7;23;1;7;66;0;54;48;478;76;0;192;3;2;1;5;0
4;43;4;41;4;3;7;6;106;0;55;1;334;97;7;387;18;2;2;4;0
3;1094;1;38;4;19;7;2;109;0;5;151;1519;91;6;563;63;7;8;1;0
6;1644;0;3;7;45;2;9;4;0;82;97;307;21;1;74;159;4;1;4;0
7;1814;1;66;0;0;5;6;92;0;6;72;159;1;1;511;525;6;4;6;0
6;155;3;8;3;4;3;9;74;0;1;72;132;62;5;327;204;9;1;8;0
1;2815;8;113;9;2;4;3;139;9;5;43;161;8;0;784;75;4;1;5;0
2;1916;8;41;4;38;5;3;135;0;63;106;1808;11;1;127;351;4;5;5;0
1;41;5;22;9;7;8;2;16;0;89;52;573;62;3;653;136;3;1;8;0
8;714;8;3;6;17;1;3;82;0;54;197;14;95;7;246;91;5;1;5;0
1;638;6;10;7;0;6;1;8;0;2;148;176;18;2;3;189;6;2;1;0
5;1863;5;173;6;58;5;5;126;0;7;105;1885;71;0;38;2;8;1;2;0
6;1832;9;77;2;47;6;9;44;0;84;28;1144;12;3;603;165;2;6;5;0
7;2221;1;71;1;1;1;1;54;1;0;41;1219;22;8;402;96;3;3;6;0
2;788;3;22;5;4;7;9;8;1;3;197;1874;92;8;748;117;5;8;1;0
8;233;9;69;9;44;2;6;65;0;10;92;642;67;2;947;89;4;1;4;0
3;1393;9;15;3;7;8;1;77;0;52;185;1751;74;9;69;27;1;5;6;0
8;2684;3;89;2;1;1;8;121;0;73;104;383;13;9;947;53;1;3;1;0
8;654;7;77;8;9;7;8;137;0;94;151;835;3;0;57;378;7;9;3;0
2;2572;1;222;0;3;2;6;34;0;94;93;76;27;7;533;85;5;3;4;0
9;1142;8;94;1;4;1;2;93;0;62;5;1881;61;1;35;314;6;5;2;0
2;2736;9;25;8;48;0;1;96;0;84;188;168;97;1;159;55;4;8;2;0
1;1432;8;44;7;26;7;1;83;0;2;3;748;27;5;14;43;7;9;8;0
6;2394;5;98;7;3;4;6;9;0;98;2;737;32;1;308;41;3;7;4;0
7;655;3;26;5;7;4;2;57;0;71;5;92;58;6;104;668;9;6;0;0
1;1635;8;54;7;6;3;1;41;0;67;67;1884;0;1;96;97;4;7;7;0
3;1405;9;163;0;8;6;6;9;0;10;1;1435;59;6;238;194;9;4;8;0
7;2618;0;162;6;2;2;6;116;0;9;121;1265;3;5;972;58;7;7;8;0
5;266;2;139;6;3;1;1;8;0;9;176;1611;43;6;19;29;1;1;1;0
5;2543;0;85;2;1;1;0;105;0;7;185;1373;3;3;81;154;5;8;7;0
2;1955;4;56;3;3;8;8;146;8;8;181;969;67;6;33;539;6;8;2;0
2;2007;4;94;6;2;8;8;23;0;6;195;1379;87;1;35;172;9;4;8;0
8;251;5;5;2;3;4;8;22;0;5;192;1793;94;9;186;88;6;9;5;0
5;1891;4;82;8;23;9;1;29;2;7;192;133;8;7;21;83;5;5;6;0
1;74;5;20;9;2;5;1;61;0;73;178;1209;9;8;98;177;6;2;7;0
0;1019;5;246;4;9;3;7;85;0;65;121;1764;9;9;87;16;4;4;8;0
5;161;3;57;8;3;4;5;56;0;95;154;1686;64;4;454;15;7;1;5;0
8;2163;1;35;4;12;8;1;71;0;85;79;21;11;5;379;49;5;6;1;0
3;717;8;142;2;11;6;0;33;0;1;151;167;7;0;748;54;1;9;2;0
8;2158;7;19;7;7;5;3;76;0;78;163;533;4;2;734;276;3;4;8;0
6;6;9;156;2;7;4;8;149;0;1;114;996;66;7;641;22;4;3;9;0
1;2289;1;3;1;5;1;4;58;0;84;54;1452;75;4;156;13;9;2;7;0
4;2251;2;175;9;22;6;5;5;0;86;87;1334;84;7;323;348;1;7;5;0
2;462;4;36;6;9;4;1;37;3;8;81;1084;46;7;34;33;3;4;3;0
4;2458;2;33;2;13;6;9;125;6;7;194;1102;15;1;86;8;3;6;3;0
4;1074;2;27;1;19;8;1;58;0;9;22;1731;89;3;97;348;7;5;1;0
7;1402;4;27;8;3;7;8;52;0;74;67;452;33;0;265;163;4;6;2;0
4;273;8;17;1;7;4;9;83;0;4;65;596;71;5;11;4;1;3;9;0
2;2829;5;1;1;8;6;6;46;0;1;59;1337;69;5;246;48;1;6;3;0
5;2329;7;59;6;4;3;5;74;0;2;48;1135;13;4;49;29;7;6;1;0
2;1427;8;76;3;1;8;2;131;0;69;194;1532;58;4;4;10;6;9;1;0
3;66;9;46;4;8;2;7;34;0;53;183;425;5;7;524;177;7;7;5;0
5;1794;7;68;1;4;3;4;9;0;83;151;1752;54;6;46;208;7;2;5;0
5;2416;1;42;3;6;6;1;33;0;92;25;59;96;8;47;661;6;5;6;0
1;2632;8;56;6;5;9;1;26;0;55;13;174;7;8;216;2;3;0;5;0
8;919;7;0;9;11;3;3;27;0;3;163;60;63;3;508;74;2;1;1;0
3;1693;8;17;3;33;8;2;5;0;1;168;708;14;8;337;248;4;9;8;0
6;1072;9;51;3;31;2;7;79;0;5;33;1349;46;6;96;9;4;1;2;0
6;2829;9;286;1;1;2;9;6;0;8;189;243;63;8;55;75;7;0;8;0
4;2494;9;245;9;4;5;3;7;0;94;116;1342;0;6;119;384;5;7;7;0
5;576;1;95;2;5;4;6;29;0;5;177;1461;68;5;294;12;5;4;4;0
0;2158;0;32;9;48;6;4;131;0;91;27;1896;31;2;73;244;4;1;8;0
1;1649;5;68;9;12;2;1;15;0;62;106;694;46;1;195;13;2;8;7;0
0;1001;9;53;4;9;3;0;114;0;91;135;535;27;6;874;24;3;2;6;0
4;2351;3;68;8;1;4;2;107;0;0;103;206;0;8;518;95;3;1;0;0
0;1993;8;84;6;21;1;1;79;0;7;113;1744;67;9;16;407;0;2;8;0
5;659;2;45;7;3;3;183;103;48;9;137;1088;175;2;691;3;6;7;2;0
6;2192;9;94;3;2;9;2;59;0;75;11;376;67;1;35;72;2;0;6;0
9;1926;1;76;8;6;8;0;115;0;5;99;1742;15;6;664;46;2;3;2;0
7;2099;4;174;7;1;1;6;143;0;51;94;574;94;5;641;243;5;4;3;0
3;141;2;3;9;11;6;137;65;9;6;34;1189;169;8;1023;95;6;5;2;0
9;1905;6;23;4;14;1;9;35;0;89;12;1732;23;1;1277;196;7;6;3;0
5;683;3;83;4;4;2;2;114;0;1;33;276;16;1;25;4;8;6;5;0
9;281;7;87;2;5;3;4;47;0;54;141;494;13;6;35;15;4;4;3;0
4;2468;8;77;1;54;8;6;10;0;79;169;1047;74;9;23;539;1;6;6;0
2;64;1;87;8;6;4;6;146;0;88;88;1691;57;6;38;4;4;7;5;0
4;993;9;33;6;13;8;8;89;0;2;177;1535;75;4;16;45;1;2;3;0
1;11;4;82;7;1;8;2;79;0;8;198;805;7;2;612;25;8;3;0;0
4;338;2;74;4;6;3;4;13;0;3;129;729;45;7;118;111;7;5;8;0
6;1554;1;95;1;1;4;4;35;0;89;165;273;39;7;616;95;9;4;8;0
2;279;1;5;7;7;2;3;74;0;95;124;1545;5;0;381;54;8;5;7;0
8;1176;9;35;2;1;8;164;61;10;10;38;1157;165;6;21;263;2;5;8;0
3;116;2;89;9;6;3;6;7;79;79;164;136;129;1;108;173;6;8;4;0
7;88;3;202;7;8;8;6;39;0;6;37;172;9;5;513;27;2;7;6;0
9;2126;3;104;9;1;3;55;19;0;72;89;84;69;4;675;356;1;4;3;0
2;278;4;3;1;7;0;89;141;0;74;119;1252;37;9;275;55;6;9;1;0
8;173;7;189;7;9;6;133;10;0;5;152;170;8;6;294;123;7;9;6;0
1;982;9;64;5;6;7;71;143;0;58;144;244;43;9;533;303;5;9;1;0
6;1994;9;305;9;5;2;194;8;0;4;124;1313;23;1;518;22;1;5;4;0
1;2812;7;96;3;47;8;21;104;0;10;105;533;68;9;1188;47;6;3;3;0
8;949;2;53;4;17;4;126;133;0;6;164;302;68;0;22;34;1;1;1;0
0;199;1;309;2;18;6;79;59;0;7;24;362;91;2;288;60;6;9;9;0
5;2568;6;86;8;6;4;5;143;0;92;4;495;7;7;696;9;1;6;1;0
1;801;5;79;6;17;3;6;74;5;3;75;443;37;3;517;668;5;6;0;0
2;2468;6;149;8;7;6;66;10;0;67;182;1234;95;4;1086;78;7;2;0;0
4;117;9;124;7;12;4;55;96;0;4;62;1518;37;3;15;42;3;2;4;0
5;59;6;74;0;1;6;152;76;57;57;155;845;196;2;38;237;1;5;8;0
9;148;2;27;8;7;6;139;119;0;1;194;149;5;9;29;463;8;0;2;0
6;1542;6;81;3;56;1;164;78;0;61;38;725;56;9;877;49;9;4;3;0
1;2083;8;109;4;3;9;8;119;0;7;157;1104;5;0;525;74;4;1;2;0
1;1766;3;16;0;12;8;107;144;7;5;6;1043;4;6;57;53;1;6;8;0
6;1895;4;18;4;2;6;36;139;0;8;116;363;13;1;13;698;6;5;8;0
1;523;6;62;4;39;6;65;15;0;79;118;1204;36;2;449;176;1;2;6;0
1;36;3;142;6;18;9;151;89;55;55;164;942;16;1;52;5;8;6;9;0
7;809;0;16;2;17;6;196;82;0;5;37;1411;98;0;128;91;0;9;1;0
2;181;5;55;0;2;7;166;79;0;73;59;536;45;6;143;121;6;3;5;0
4;208;5;86;1;4;6;24;66;9;8;17;168;153;6;49;96;2;8;2;0
1;841;1;274;2;28;1;153;104;8;1;64;1439;76;7;441;6;0;1;8;0
1;499;8;295;6;42;6;15;25;2;0;83;665;202;9;239;77;2;1;0;0
5;838;1;5;4;15;3;109;4;2;2;125;721;57;8;194;298;1;1;4;0
1;146;9;62;2;3;6;88;145;0;58;67;1346;35;7;81;81;4;1;1;0
6;38;1;37;9;68;5;174;36;0;7;187;473;94;2;478;61;6;9;6;0
7;844;1;6;8;7;8;17;29;78;78;185;1334;183;6;386;2;3;3;4;0
9;2796;7;30;4;1;1;25;116;0;98;191;1185;17;7;442;173;3;1;7;0
2;344;3;242;4;42;3;153;125;0;6;164;1209;44;2;397;63;6;3;4;0
6;2443;4;73;0;49;7;3;127;0;82;41;1716;35;9;108;313;5;3;7;0
1;2838;1;25;9;14;2;13;82;0;8;88;1626;102;0;327;161;5;1;2;0
9;2405;3;42;9;8;1;72;87;0;1;33;1867;2;4;447;4;8;6;4;0
5;1385;6;55;9;5;6;186;45;0;3;185;128;34;3;57;72;7;7;1;0
1;117;7;67;1;32;8;189;17;0;66;124;1761;64;9;23;121;7;5;2;0
2;2445;4;62;3;1;3;189;7;0;77;172;1452;29;4;3;319;2;1;5;0
8;2029;1;99;4;12;9;136;66;0;76;11;1011;32;6;876;234;8;8;4;0
0;362;9;17;4;29;3;75;44;0;68;157;1644;32;2;427;72;4;6;4;0
4;2482;4;121;8;5;5;196;132;0;85;192;1427;52;2;318;172;9;3;9;0
7;2167;5;136;7;32;2;53;95;0;4;11;1309;47;6;456;3;3;7;5;0
7;1295;7;63;2;2;8;111;119;0;72;1;368;33;1;536;99;4;2;2;0
7;2272;7;64;6;6;2;138;126;0;7;152;49;66;1;25;45;6;3;6;0
6;1208;9;5;8;16;3;71;126;0;75;102;1868;85;6;355;439;3;3;7;0
1;1487;9;67;7;4;1;98;23;0;93;164;505;19;7;14;57;6;1;5;0
1;2332;4;63;9;37;0;37;49;0;7;185;1183;18;1;49;213;6;0;2;0
1;2335;1;9;7;3;9;133;137;9;8;42;1158;1;1;1009;92;7;0;2;0
4;1785;2;84;1;2;1;144;142;0;7;177;91;75;2;327;116;6;6;6;0
1;1848;8;21;6;19;6;73;82;0;7;122;299;28;7;465;174;1;8;4;0
5;1827;1;98;5;1;8;46;143;0;3;8;1833;89;5;554;13;2;7;6;0
2;2169;6;81;1;5;3;132;123;0;56;49;1942;7;7;578;65;6;8;0;0
2;275;6;16;5;5;4;72;42;75;75;7;1296;15;5;478;63;0;5;3;0
3;1396;6;85;5;12;6;145;28;0;52;197;872;71;6;717;131;6;3;8;0
5;2795;7;287;7;24;7;52;22;0;69;64;1353;56;4;29;562;3;4;7;0
2;1885;6;1;6;8;9;137;65;9;6;34;1157;174;8;699;77;6;9;2;0
2;96;5;215;6;5;3;55;127;0;61;87;1721;7;9;612;61;9;4;5;0
9;1745;4;67;3;17;7;14;5;0;5;44;365;17;1;1049;104;4;4;3;0
8;2267;7;197;6;16;5;195;138;0;3;191;1881;44;9;29;53;5;8;2;0
4;2331;7;26;4;15;5;157;43;4;3;89;149;73;5;176;454;3;7;3;0
3;2249;9;375;9;32;4;194;127;8;8;194;1347;13;5;21;104;8;6;7;0
9;1904;7;3;1;17;0;2;4;0;76;198;1153;38;6;334;22;6;4;2;0
7;533;4;3;9;7;3;2;4;76;76;198;1081;147;6;92;2;6;1;2;0
9;2941;9;183;7;19;8;116;106;0;82;12;709;26;1;217;35;4;4;4;0
6;2143;8;173;3;4;8;24;66;9;8;17;1654;39;6;34;18;2;6;2;0
1;489;6;188;1;15;6;151;89;0;55;164;924;73;1;16;31;8;1;9;0
3;143;3;157;7;3;8;152;76;0;57;155;879;10;2;156;41;1;2;8;0
5;76;2;153;4;24;7;139;112;1;1;108;96;76;9;66;82;2;9;7;0
0;1567;9;222;1;2;4;15;25;2;0;83;645;35;9;1359;6;2;1;0;0
9;856;5;159;4;7;3;17;29;0;78;185;1311;16;6;194;37;3;1;4;0
7;1819;2;92;1;32;6;29;5;0;7;136;189;146;1;2;74;2;8;2;0
4;1885;8;124;9;1;8;85;101;0;8;45;283;57;5;707;245;1;9;1;0
4;104;1;179;7;3;5;94;26;0;9;23;1169;7;3;1096;363;6;2;4;0
9;918;6;89;7;1;9;189;118;0;75;92;795;0;2;506;85;7;1;7;0
6;1577;6;152;5;17;4;167;121;0;65;42;1059;73;5;611;18;6;7;5;0
9;1457;3;24;6;37;5;65;73;0;53;132;462;13;7;333;121;5;9;5;0
8;33;9;75;3;7;6;172;89;9;5;184;1041;17;1;752;205;0;3;8;0
3;1138;2;52;8;7;9;13;129;0;82;72;1329;75;6;342;22;2;1;4;0
3;861;6;96;8;4;7;16;87;0;67;18;117;45;3;749;43;7;9;1;0
5;1586;3;68;1;8;6;194;127;8;8;194;136;215;5;4;178;8;9;7;0
1;421;1;162;7;1;7;72;42;0;75;7;1299;3;5;919;211;0;2;3;0
4;779;0;22;4;39;3;194;78;0;89;101;1261;14;8;1096;631;2;4;4;0
1;2584;7;67;2;4;0;37;129;0;62;122;1249;86;7;5;14;4;0;8;0
3;59;6;85;0;12;8;145;52;0;3;88;104;81;7;765;114;1;1;1;0
5;2322;6;33;9;34;5;183;103;0;9;137;1072;16;2;4;5;6;4;2;0
9;1235;4;64;7;58;1;18;146;0;4;113;1048;53;6;124;18;9;9;7;0
2;1578;5;83;4;9;6;4;116;0;51;44;521;9;6;273;256;4;9;8;0
5;1754;1;83;5;8;7;145;14;0;3;102;874;93;2;893;49;1;7;4;0
6;2002;2;13;5;17;5;17;59;7;8;159;1826;88;8;263;41;1;0;9;0
4;2505;2;0;4;15;2;78;9;0;83;138;1095;61;9;265;348;9;1;5;0
4;1242;2;62;2;5;1;116;106;82;82;12;734;168;1;275;48;4;8;4;0
6;456;7;174;5;18;5;138;139;0;87;47;286;44;1;319;10;9;0;8;0
4;1362;1;22;2;4;7;13;37;0;98;156;1039;81;8;107;39;5;1;0;0
7;1515;4;41;6;8;9;87;16;41;3;43;754;173;8;45;14;2;2;5;0
1;117;7;10;5;3;6;199;48;0;1;5;1834;4;0;276;316;9;1;0;0
8;2131;8;251;2;27;0;35;143;0;71;61;1822;58;4;877;169;5;1;3;0
9;2834;5;32;1;7;3;151;36;0;78;159;1351;36;8;215;45;7;2;7;0
5;1423;2;61;5;59;5;81;24;0;5;5;1758;61;2;2;49;4;8;3;0
1;1571;5;9;7;4;8;164;61;0;10;38;1156;46;6;1;207;2;1;8;0
9;335;4;58;1;18;6;6;7;0;79;164;84;28;1;389;58;6;6;4;0
7;488;0;18;7;29;1;33;133;0;59;136;1166;45;8;805;379;1;3;1;0
9;1035;5;114;4;9;3;104;139;7;6;176;436;82;8;175;288;3;8;5;0
1;110;5;0;7;9;5;154;32;0;6;41;1876;59;9;427;448;6;1;8;0
2;1633;7;132;9;4;9;124;92;0;6;172;648;59;4;989;176;8;7;1;0
4;938;2;15;1;7;8;1;1;0;5;148;1061;198;7;818;27;6;0;2;0
5;2703;0;177;9;14;3;27;93;0;5;7;168;1;2;24;308;6;7;2;0
1;1934;9;8;4;3;6;5;74;0;5;74;1944;21;8;269;99;5;8;4;0
7;1348;3;38;2;7;4;106;53;0;96;158;1243;59;2;91;68;3;4;3;0
7;272;0;89;0;2;1;169;98;0;4;181;611;61;8;256;64;7;3;1;0
0;2617;2;1;5;31;6;165;8;0;51;25;1418;51;2;16;277;8;3;6;0
9;12;4;4;9;49;2;196;84;0;6;7;392;44;1;24;349;1;1;1;0
6;2936;4;98;2;4;1;132;13;0;73;86;572;65;1;378;358;7;2;3;0
7;524;6;26;9;4;6;196;5;0;5;196;648;51;4;154;59;7;8;6;0
7;984;6;88;4;52;3;115;53;0;66;88;857;79;1;338;448;0;7;2;0
5;36;6;97;1;6;3;14;77;0;3;62;140;123;5;406;94;8;7;8;0
6;54;4;88;6;7;8;66;59;0;65;194;1403;94;8;404;29;9;3;4;0
1;944;4;17;7;47;0;144;63;0;4;162;1642;3;3;473;502;2;5;2;0
9;562;5;258;8;51;0;33;22;0;8;163;1154;27;7;67;68;4;0;6;0
1;106;2;51;7;9;5;84;55;0;78;118;579;69;3;315;39;4;4;7;0
7;97;2;64;5;6;1;31;129;0;56;26;1762;95;2;36;75;2;7;8;0
5;2314;1;29;8;6;4;118;7;0;77;42;1731;81;9;1295;92;5;1;6;0
2;113;4;174;7;4;7;4;116;0;87;126;1876;3;8;1117;586;3;4;8;0
1;180;3;58;3;6;9;109;135;0;6;13;1854;56;1;881;43;5;2;7;0
8;2565;2;149;0;48;2;158;15;0;72;13;918;52;8;17;138;6;8;9;0
4;216;8;47;6;3;4;135;106;0;7;69;1218;29;5;183;55;7;6;3;0
1;696;2;68;1;21;0;186;42;0;3;115;612;122;5;721;482;6;1;6;0
7;1792;7;98;8;1;9;172;107;0;96;119;1181;9;5;322;57;2;4;2;0
9;793;2;99;9;5;1;39;147;0;58;154;289;67;2;22;29;0;9;4;0
3;2617;7;94;7;52;0;134;143;0;7;152;1409;97;5;32;103;5;6;3;0
7;1463;1;29;9;5;3;76;24;0;7;27;404;39;1;157;9;7;7;6;0
3;1325;8;8;6;2;4;121;109;0;77;158;212;97;4;6;3;5;9;8;0
4;103;9;35;2;8;0;85;82;0;9;154;1369;51;9;41;398;3;6;0;0
9;2248;2;93;2;3;6;134;36;0;84;7;888;86;7;738;353;9;4;5;0
6;161;9;4;1;5;4;125;29;0;78;112;275;46;6;29;217;7;8;6;0
1;396;6;85;3;4;6;29;128;0;96;4;1142;91;3;5;59;9;4;7;0
2;87;9;156;4;16;9;34;14;0;56;13;407;14;9;278;234;5;1;3;0
8;49;5;21;4;21;1;15;119;0;61;164;1736;15;1;164;54;0;7;1;0
6;341;7;1;5;9;6;16;83;0;68;153;541;6;9;513;463;5;1;5;0
1;1015;8;23;6;32;4;22;79;0;59;119;1473;135;1;185;22;8;9;5;0
5;2152;1;64;5;1;7;81;125;0;2;156;838;5;7;383;133;9;9;4;0
2;2524;7;63;1;4;8;53;5;0;2;18;112;53;5;8;248;5;5;5;0
8;517;7;85;6;3;9;85;24;0;1;21;1227;63;4;113;4;2;2;5;0
2;2033;5;2;2;5;3;197;85;0;56;96;1877;52;3;209;39;2;5;3;0
6;445;0;5;1;8;7;147;21;0;5;106;293;43;1;1127;67;6;4;5;0
1;1092;0;133;4;2;4;102;134;0;62;62;1733;17;6;115;13;2;6;6;0
8;868;7;244;5;9;3;189;95;0;3;178;1605;14;4;361;24;2;7;6;0
7;1632;6;299;7;27;9;66;4;0;3;144;739;52;1;83;59;9;6;4;0
6;663;9;163;7;5;7;86;13;0;89;2;995;71;4;309;437;5;5;6;0
2;1714;3;1;2;2;9;133;107;0;4;99;909;98;9;726;256;9;6;9;0
0;2711;7;82;9;4;5;62;44;0;2;136;1317;27;4;714;17;9;9;2;0
3;389;4;4;8;3;6;149;75;0;66;99;1073;82;7;37;375;2;8;9;0
7;2351;8;5;0;1;5;13;6;0;58;35;324;2;7;30;6;1;3;6;0
6;2345;7;5;7;27;7;92;109;0;75;85;658;12;9;41;46;5;9;1;0
9;1357;9;7;6;15;4;67;73;0;92;57;737;3;9;42;275;9;9;0;0
4;951;4;48;3;2;9;36;131;0;64;154;1037;169;6;584;484;6;2;1;0
7;1921;2;352;1;9;6;79;32;0;64;44;41;26;1;3;23;8;2;5;0
2;2803;1;15;1;0;3;159;101;0;8;52;5;55;4;93;83;8;6;8;0
7;277;3;254;9;5;3;122;46;0;4;105;949;12;5;335;377;9;5;8;0
5;7;9;78;1;6;9;94;26;28;9;23;1111;143;3;744;243;6;9;4;0
6;774;3;38;6;4;6;37;36;0;2;6;4;1;3;15;91;4;3;6;0
9;221;1;139;1;4;8;179;59;0;8;3;1312;77;6;213;247;8;9;4;0
6;21;9;37;4;1;0;7;57;0;5;65;1586;83;8;314;498;3;4;3;0
9;2624;6;2;1;33;8;141;92;0;93;75;1672;99;5;63;221;5;9;7;0
9;2298;8;1;1;4;1;76;62;0;65;44;746;73;5;39;489;3;5;2;0
9;2811;3;1;4;1;1;29;67;0;65;155;1161;87;1;217;349;4;7;7;0
8;251;3;194;9;9;6;117;131;0;57;109;646;10;7;136;141;5;4;2;0
9;148;1;286;6;5;0;66;88;0;68;113;1834;198;2;8;69;1;1;5;0
8;2028;1;99;5;9;5;6;14;0;66;144;106;48;6;311;396;2;5;5;0
9;1994;2;128;1;38;1;189;105;0;83;184;137;53;1;33;10;7;8;7;0
5;2482;8;165;8;1;1;139;13;0;8;8;92;61;9;384;384;9;2;8;0
6;2657;1;23;2;5;3;78;33;0;5;18;174;94;2;1061;41;0;2;2;0
0;911;1;132;0;4;9;68;79;0;2;14;716;76;9;682;51;1;7;2;0
7;531;6;25;0;1;2;184;148;0;5;135;1983;7;2;9;292;0;6;8;0
7;11;3;1;8;32;8;146;94;0;2;135;808;41;5;653;30;1;1;0;0
5;1304;8;95;5;14;5;57;133;0;10;65;1771;34;4;271;253;8;6;8;0
3;686;2;67;5;4;2;77;68;5;8;92;1437;6;4;34;36;6;2;0;0
3;2162;9;56;1;45;2;34;12;0;74;135;1289;47;2;88;77;6;4;4;0
2;53;6;127;2;6;5;137;62;0;92;112;848;26;7;47;144;5;1;5;0
8;988;3;148;9;14;3;172;106;0;63;171;275;61;5;618;62;2;2;2;0
6;189;9;21;8;37;8;6;4;8;5;78;1138;156;1;408;97;8;4;4;0
